Parent	Child	EdgeType
1283	TNC	Gene-Term
1283	APP	Gene-Term
1283	CDH2	Gene-Term
1283	PENK	Gene-Term
1283	ADAM10	Gene-Term
1283	FGA	Gene-Term
1283	WFS1	Gene-Term
1283	APOE	Gene-Term
1283	C4A	Gene-Term
1283	SPARCL1	Gene-Term
1284	UBA52	Gene-Term
1284	CDC20	Gene-Term
1284	RNF19A	Gene-Term
1284	PJA2	Gene-Term
1284	NEDD4	Gene-Term
1284	TRIM9	Gene-Term
1284	FBXO2	Gene-Term
1284	FBXL20	Gene-Term
1284	ZNRF1	Gene-Term
1284	ZNRF2	Gene-Term
1285	CHRNB4	Gene-Term
1285	SCAMP1	Gene-Term
1285	SNAP25	Gene-Term
1285	SNAP23	Gene-Term
1285	ADAM10	Gene-Term
1285	DNAJC5	Gene-Term
1285	PLD1	Gene-Term
1285	RAP1A	Gene-Term
1285	PGRMC1	Gene-Term
1285	CD47	Gene-Term
1285	P2RX1	Gene-Term
1285	KCNAB2	Gene-Term
1286	AGRN	Gene-Term
1286	SRC	Gene-Term
1286	LAMA2	Gene-Term
1286	ITGB1	Gene-Term
1286	PTK2	Gene-Term
1286	LAMA5	Gene-Term
1286	CHRM1	Gene-Term
1286	CDC42	Gene-Term
1286	CTTN	Gene-Term
1286	PAK2	Gene-Term
1286	RAC1	Gene-Term
1286	ARHGEF7	Gene-Term
1286	PAK3	Gene-Term
1286	DMD	Gene-Term
1286	UTRN	Gene-Term
1286	CHRNA1	Gene-Term
1286	RAPSN	Gene-Term
1287	GNG3	Gene-Term
1287	APP	Gene-Term
1287	CHRM2	Gene-Term
1287	HRH3	Gene-Term
1287	CASR	Gene-Term
1287	DRD4	Gene-Term
1287	OPRM1	Gene-Term
1287	PDYN	Gene-Term
1287	OPRK1	Gene-Term
1287	CHRM4	Gene-Term
1287	ADRA2C	Gene-Term
1287	GRM6	Gene-Term
1287	ADCY8	Gene-Term
1287	GNB5	Gene-Term
1287	LPAR1	Gene-Term
1287	ADORA1	Gene-Term
1287	GRM4	Gene-Term
1287	GPER1	Gene-Term
1287	ADCY1	Gene-Term
1287	PNOC	Gene-Term
1287	GRM8	Gene-Term
1287	HTR1B	Gene-Term
1287	GRM7	Gene-Term
1287	DRD2	Gene-Term
1287	GABBR2	Gene-Term
1287	P2RY4	Gene-Term
1287	NMU	Gene-Term
1287	DRD3	Gene-Term
1287	PENK	Gene-Term
1287	OPRD1	Gene-Term
1287	CNR1	Gene-Term
1287	ANXA1	Gene-Term
1287	GRM2	Gene-Term
1288	SH3GL2	Gene-Term
1288	BIN1	Gene-Term
1288	EGFR	Gene-Term
1288	VAMP3	Gene-Term
1288	VAMP2	Gene-Term
1288	SYT1	Gene-Term
1288	VAMP7	Gene-Term
1288	VAMP4	Gene-Term
1288	AP2B1	Gene-Term
1288	ITSN1	Gene-Term
1288	CLTA	Gene-Term
1288	SH3GL3	Gene-Term
1288	SLC2A8	Gene-Term
1288	SYT8	Gene-Term
1288	RAB5C	Gene-Term
1288	SYT9	Gene-Term
1288	SLC18A3	Gene-Term
1288	SH3KBP1	Gene-Term
1288	SYT11	Gene-Term
1288	PICALM	Gene-Term
1288	WNT5A	Gene-Term
1288	RAB5A	Gene-Term
1288	DNM3	Gene-Term
1288	UBA52	Gene-Term
1288	FCHO2	Gene-Term
1288	PACSIN2	Gene-Term
1288	SYNJ2	Gene-Term
1288	HIP1R	Gene-Term
1288	SYT2	Gene-Term
1288	SYNJ1	Gene-Term
1288	AMPH	Gene-Term
1288	GAK	Gene-Term
1288	EPS15	Gene-Term
1288	DNM2	Gene-Term
1288	AAK1	Gene-Term
1288	CHRM2	Gene-Term
1288	ARPC2	Gene-Term
1288	HSPA8	Gene-Term
1288	RAB5B	Gene-Term
1288	PACSIN1	Gene-Term
1288	STON2	Gene-Term
1288	HIP1	Gene-Term
1288	SH3GL1	Gene-Term
1288	ACTR2	Gene-Term
1288	ARRB2	Gene-Term
1288	ARRB1	Gene-Term
1288	DNM1	Gene-Term
1288	CLTB	Gene-Term
1288	CTTN	Gene-Term
1288	DNAJC6	Gene-Term
1289	SEMA3F	Gene-Term
1289	EFNB1	Gene-Term
1289	DCC	Gene-Term
1289	RTN4	Gene-Term
1289	MICAL1	Gene-Term
1289	RHOA	Gene-Term
1289	EFNB3	Gene-Term
1289	GIPC1	Gene-Term
1289	CDH1	Gene-Term
1289	EPHA7	Gene-Term
1289	PLXND1	Gene-Term
1289	RTN4R	Gene-Term
1289	EFNA2	Gene-Term
1289	NTF4	Gene-Term
1289	AKT1	Gene-Term
1289	NTF3	Gene-Term
1289	EPHB1	Gene-Term
1289	BDNF	Gene-Term
1289	EPHB2	Gene-Term
1289	EPHA4	Gene-Term
1289	NRP1	Gene-Term
1289	NRCAM	Gene-Term
1289	EFNA5	Gene-Term
1289	EFNB2	Gene-Term
1289	NRP2	Gene-Term
1289	USH1C	Gene-Term
1289	ATP2B4	Gene-Term
1289	ATP2B2	Gene-Term
1289	PRKCZ	Gene-Term
1289	CIB2	Gene-Term
1289	LIN7A	Gene-Term
1289	CBLN4	Gene-Term
1289	STRN	Gene-Term
1289	CACNA1D	Gene-Term
1289	USH2A	Gene-Term
1289	FRMPD4	Gene-Term
1289	PPP2CA	Gene-Term
1289	DRD5	Gene-Term
1289	MYO7A	Gene-Term
1289	PCDH15	Gene-Term
1289	MSN	Gene-Term
1289	ABCC8	Gene-Term
1289	CNTN2	Gene-Term
1289	SLC4A7	Gene-Term
1289	OTOF	Gene-Term
1289	PICK1	Gene-Term
1289	EPS8	Gene-Term
1289	CLRN1	Gene-Term
1289	CACNG3	Gene-Term
1289	RASGRP2	Gene-Term
1289	GRIK2	Gene-Term
1289	GRIN2B	Gene-Term
1289	SHISA7	Gene-Term
1289	PPP2R2A	Gene-Term
1289	SHISA6	Gene-Term
1289	STAC3	Gene-Term
1289	PPP1CA	Gene-Term
1289	AKAP5	Gene-Term
1289	PTPN5	Gene-Term
1289	GRIN3B	Gene-Term
1289	DLG1	Gene-Term
1289	SYNDIG1	Gene-Term
1289	ADAM23	Gene-Term
1289	MT3	Gene-Term
1289	GABRG2	Gene-Term
1289	DGKI	Gene-Term
1289	CACNG7	Gene-Term
1289	DDN	Gene-Term
1289	KCNC1	Gene-Term
1289	HTR3B	Gene-Term
1289	DLG4	Gene-Term
1289	LGI1	Gene-Term
1289	GABRG1	Gene-Term
1289	HTR3A	Gene-Term
1289	ADAM22	Gene-Term
1289	CAMK2G	Gene-Term
1289	CNIH2	Gene-Term
1289	GSG1L	Gene-Term
1289	SHISA8	Gene-Term
1289	GRIA1	Gene-Term
1289	GRID2	Gene-Term
1289	CHRNB2	Gene-Term
1289	CNIH3	Gene-Term
1289	CAMK2B	Gene-Term
1289	KCNJ9	Gene-Term
1289	SLC32A1	Gene-Term
1289	GABRA6	Gene-Term
1289	OLFM3	Gene-Term
1289	RIMS2	Gene-Term
1289	CACNG2	Gene-Term
1289	GRIA2	Gene-Term
1289	CACNG4	Gene-Term
1289	RASGRF2	Gene-Term
1289	ATP2B3	Gene-Term
1289	GABRA1	Gene-Term
1289	SHANK1	Gene-Term
1289	GRIN3A	Gene-Term
1289	SCN2A	Gene-Term
1289	SNCB	Gene-Term
1289	CAMK2A	Gene-Term
1289	SLC6A7	Gene-Term
1289	PPP1CC	Gene-Term
1289	CACNA1C	Gene-Term
1289	KCNA1	Gene-Term
1289	PDE4B	Gene-Term
1289	MDM2	Gene-Term
1289	GABRD	Gene-Term
1289	GRIK4	Gene-Term
1289	GRIN2A	Gene-Term
1289	CACNG8	Gene-Term
1289	GRIN2D	Gene-Term
1289	CALY	Gene-Term
1289	PPP1CB	Gene-Term
1289	GRIN2C	Gene-Term
1289	PRKACA	Gene-Term
1289	MAPK8IP2	Gene-Term
1289	GRIA4	Gene-Term
1289	SHISA9	Gene-Term
1289	GRIK5	Gene-Term
1289	PRKCG	Gene-Term
1289	VWC2	Gene-Term
1289	OLFM2	Gene-Term
1289	CACNG5	Gene-Term
1289	GRIA3	Gene-Term
1289	VWC2L	Gene-Term
1289	SYNPR	Gene-Term
1289	GRIN1	Gene-Term
1289	PTK2B	Gene-Term
1289	DLG3	Gene-Term
1289	NLGN1	Gene-Term
1289	ITGA3	Gene-Term
1289	TNR	Gene-Term
1289	TNN	Gene-Term
1289	YWHAQ	Gene-Term
1289	ITGA8	Gene-Term
1289	ARF6	Gene-Term
1289	COL4A5	Gene-Term
1289	YWHAZ	Gene-Term
1289	TLN2	Gene-Term
1289	TENM2	Gene-Term
1289	ITGB3	Gene-Term
1289	ACTB	Gene-Term
1289	THY1	Gene-Term
1289	CRKL	Gene-Term
1289	ALCAM	Gene-Term
1289	LYN	Gene-Term
1289	FLNA	Gene-Term
1289	LRP8	Gene-Term
1289	ACTN1	Gene-Term
1289	DAB1	Gene-Term
1289	ITGA2	Gene-Term
1289	SYPL1	Gene-Term
1289	VTI1B	Gene-Term
1289	SYT13	Gene-Term
1289	SYNGR2	Gene-Term
1289	NAPG	Gene-Term
1289	SYNGR3	Gene-Term
1289	STXBP3	Gene-Term
1289	PSD	Gene-Term
1289	RPLP2	Gene-Term
1289	ARFGAP1	Gene-Term
1289	GRASP	Gene-Term
1289	ARF1	Gene-Term
1289	ARF4	Gene-Term
1289	KCNK1	Gene-Term
1289	RAB11A	Gene-Term
1289	ASAP1	Gene-Term
1289	ASIC1	Gene-Term
1289	IQSEC3	Gene-Term
1289	SV2A	Gene-Term
1289	SYN1	Gene-Term
1289	PCLO	Gene-Term
1289	RPS3	Gene-Term
1289	SCAMP5	Gene-Term
1289	STX11	Gene-Term
1289	BSN	Gene-Term
1289	NRXN1	Gene-Term
1289	CPLX1	Gene-Term
1289	STX1A	Gene-Term
1289	SV2B	Gene-Term
1289	CALB2	Gene-Term
1289	UNC13A	Gene-Term
1289	SYP	Gene-Term
1289	ESYT3	Gene-Term
1289	STXBP5	Gene-Term
1289	SYTL1	Gene-Term
1289	SYN3	Gene-Term
1289	SNTB2	Gene-Term
1289	STX3	Gene-Term
1289	STX2	Gene-Term
1289	STXBP1	Gene-Term
1289	YKT6	Gene-Term
1289	CPLX2	Gene-Term
1289	NPTN	Gene-Term
1289	RAB3A	Gene-Term
1289	NSF	Gene-Term
1289	OLFM1	Gene-Term
1289	VAMP1	Gene-Term
1289	ESYT1	Gene-Term
1289	MKLN1	Gene-Term
1289	VAMP5	Gene-Term
1289	STX1B	Gene-Term
1289	STX4	Gene-Term
1289	RAB8A	Gene-Term
1289	SYN2	Gene-Term
1289	TUBA1A	Gene-Term
1289	RAB3C	Gene-Term
1289	SNAP29	Gene-Term
1289	SNAP47	Gene-Term
1289	SYT4	Gene-Term
1289	UNC13B	Gene-Term
1289	ESYT2	Gene-Term
1289	DYSF	Gene-Term
1289	LRRC7	Gene-Term
1289	CTNND2	Gene-Term
1289	SHARPIN	Gene-Term
1289	PKP4	Gene-Term
1289	CYFIP1	Gene-Term
1289	LPHN3	Gene-Term
1289	CTNND1	Gene-Term
1289	RAB27A	Gene-Term
1289	DLGAP1	Gene-Term
1289	PRKCI	Gene-Term
1289	PDE2A	Gene-Term
1289	SHANK2	Gene-Term
1289	CHI3L1	Gene-Term
1289	ACTN2	Gene-Term
1289	TOR1A	Gene-Term
1289	SYNGAP1	Gene-Term
1289	CNKSR2	Gene-Term
1289	DLG2	Gene-Term
1289	LPHN1	Gene-Term
1289	PPP3CC	Gene-Term
1289	RTN3	Gene-Term
1289	PTPRS	Gene-Term
1289	GAP43	Gene-Term
1289	NTRK2	Gene-Term
1289	PTPRZ1	Gene-Term
1289	SEMA4C	Gene-Term
1289	STX10	Gene-Term
1289	RAB10	Gene-Term
1289	STX12	Gene-Term
1289	EEA1	Gene-Term
1289	STX7	Gene-Term
1289	STX16	Gene-Term
1289	SLC2A4	Gene-Term
1289	VPS18	Gene-Term
1289	STX6	Gene-Term
1289	SLC17A9	Gene-Term
1289	SLC6A4	Gene-Term
1289	SYT7	Gene-Term
1289	SYT14	Gene-Term
1289	SYT6	Gene-Term
1289	ENSG00000204176	Gene-Term
1289	NAPA	Gene-Term
1289	ENSG00000277758	Gene-Term
1289	SYT10	Gene-Term
1289	VPS45	Gene-Term
1289	SYT12	Gene-Term
1289	SYT16	Gene-Term
1289	SYT17	Gene-Term
1289	RAB4A	Gene-Term
1289	SEC22B	Gene-Term
1289	EXOC4	Gene-Term
1289	STX19	Gene-Term
1289	NTS	Gene-Term
1289	SYT5	Gene-Term
1289	SYT3	Gene-Term
1289	LAMP1	Gene-Term
1289	CCK	Gene-Term
1289	KCNQ3	Gene-Term
1289	SLC6A1	Gene-Term
1289	SLITRK2	Gene-Term
1289	NRXN2	Gene-Term
1289	CBLN3	Gene-Term
1289	SORCS3	Gene-Term
1289	PSMC4	Gene-Term
1289	PSMC5	Gene-Term
1289	PSMC2	Gene-Term
1289	RPL18A	Gene-Term
1289	RPL7	Gene-Term
1289	RPL3	Gene-Term
1289	GSK3B	Gene-Term
1289	PABPC1	Gene-Term
1289	COPS5	Gene-Term
1289	RPS6KB1	Gene-Term
1289	USP14	Gene-Term
1289	RPS13	Gene-Term
1289	RPL38	Gene-Term
1289	EIF2S1	Gene-Term
1289	DVL1	Gene-Term
1289	RPS23	Gene-Term
1289	RPS25	Gene-Term
1289	RPL5	Gene-Term
1289	NUMB	Gene-Term
1289	VCP	Gene-Term
1289	RPLP0	Gene-Term
1289	CAD	Gene-Term
1289	CTNNB1	Gene-Term
1289	ANKS1B	Gene-Term
1289	PIP5K1C	Gene-Term
1289	RPS19	Gene-Term
1289	EIF2B1	Gene-Term
1289	RPS18	Gene-Term
1289	PSMA3	Gene-Term
1289	RPS3A	Gene-Term
1289	EGLN1	Gene-Term
1289	RPL10	Gene-Term
1289	PTEN	Gene-Term
1289	HNRNPD	Gene-Term
1289	EEF1A2	Gene-Term
1289	RPL30	Gene-Term
1289	RPL8	Gene-Term
1289	RPL23	Gene-Term
1289	RPS9	Gene-Term
1289	HNRNPA3	Gene-Term
1289	NF1	Gene-Term
1289	PSMA7	Gene-Term
1289	RPS7	Gene-Term
1289	RPL10A	Gene-Term
1289	RPS14	Gene-Term
1289	RELA	Gene-Term
1289	RPL12	Gene-Term
1289	RPS27	Gene-Term
1289	EEF2	Gene-Term
1289	EIF4E	Gene-Term
1289	SNCAIP	Gene-Term
1289	RPL6	Gene-Term
1289	CTTNBP2	Gene-Term
1289	STRN4	Gene-Term
1289	KCND2	Gene-Term
1289	MOB4	Gene-Term
1289	CORO1C	Gene-Term
1289	TRIP13	Gene-Term
1289	UNC119	Gene-Term
1289	HORMAD1	Gene-Term
1289	HFM1	Gene-Term
1289	TEX11	Gene-Term
1289	HORMAD2	Gene-Term
1289	SYCP3	Gene-Term
1289	RAD51B	Gene-Term
1289	RNF212	Gene-Term
1289	KPNA2	Gene-Term
1289	SYCP2	Gene-Term
1289	PLK2	Gene-Term
1289	SYCP1	Gene-Term
1289	TRIP4	Gene-Term
1289	TH	Gene-Term
1289	ADRB1	Gene-Term
1289	GABRR3	Gene-Term
1289	CRTC1	Gene-Term
1289	DARS	Gene-Term
1289	SLC18A2	Gene-Term
1289	GNRH1	Gene-Term
1289	CHRNA4	Gene-Term
1289	SNCA	Gene-Term
1289	DAOA	Gene-Term
1289	CHRNA7	Gene-Term
1289	DTNBP1	Gene-Term
1289	ADCYAP1	Gene-Term
1289	GHRL	Gene-Term
1289	ARR3	Gene-Term
1289	PPP1R9B	Gene-Term
1289	DDC	Gene-Term
1289	NRG1	Gene-Term
1289	TPH2	Gene-Term
1289	GABRA2	Gene-Term
1289	PPP1R1B	Gene-Term
1289	COMT	Gene-Term
1289	GABRB2	Gene-Term
1289	CHAT	Gene-Term
1289	ACHE	Gene-Term
1289	KCNJ3	Gene-Term
1289	GRM5	Gene-Term
1289	GLRB	Gene-Term
1289	SLC6A2	Gene-Term
1289	GAD1	Gene-Term
1289	OXT	Gene-Term
1289	HCRT	Gene-Term
1289	SLC6A3	Gene-Term
1289	GRM1	Gene-Term
1289	DISC1	Gene-Term
1289	PSD2	Gene-Term
1289	SLC1A2	Gene-Term
1289	FAIM2	Gene-Term
1289	SLC30A1	Gene-Term
1289	SLC30A3	Gene-Term
1289	HPCA	Gene-Term
1289	SLITRK1	Gene-Term
1289	CNTNAP4	Gene-Term
1289	GRIP1	Gene-Term
1289	PSEN1	Gene-Term
1289	NLGN2	Gene-Term
1289	SEMA4F	Gene-Term
1289	NLGN4X	Gene-Term
1289	NCK2	Gene-Term
1289	SEMA3E	Gene-Term
1289	HRAS	Gene-Term
1289	STAT3	Gene-Term
1289	OPHN1	Gene-Term
1289	LRIT3	Gene-Term
1289	FYN	Gene-Term
1289	YES1	Gene-Term
1289	NLGN3	Gene-Term
1289	UNC13D	Gene-Term
1289	VAT1	Gene-Term
1289	WBP2	Gene-Term
1289	GDI2	Gene-Term
1289	SYTL5	Gene-Term
1289	RAB15	Gene-Term
1289	GABRQ	Gene-Term
1289	MYO5A	Gene-Term
1289	AP3B1	Gene-Term
1289	MYRIP	Gene-Term
1289	SYTL2	Gene-Term
1289	RAB27B	Gene-Term
1289	MAPK1	Gene-Term
1289	SYTL4	Gene-Term
1289	FABP5	Gene-Term
1289	SYTL3	Gene-Term
1289	RAB26	Gene-Term
1289	RAB8B	Gene-Term
1289	RAB11B	Gene-Term
1289	RAB21	Gene-Term
1289	RAB6B	Gene-Term
1289	RAB18	Gene-Term
1289	RAB33B	Gene-Term
1289	RAB3B	Gene-Term
1289	RAB3IL1	Gene-Term
1289	RAB2B	Gene-Term
1289	PRRT1	Gene-Term
1289	BRSK1	Gene-Term
1289	MAPT	Gene-Term
1289	SYBU	Gene-Term
1289	UNC13C	Gene-Term
1289	TMEM230	Gene-Term
1289	STXBP5L	Gene-Term
1289	DGKQ	Gene-Term
1289	RPH3A	Gene-Term
1289	SLC17A7	Gene-Term
1289	RIMS1	Gene-Term
1289	CADPS	Gene-Term
1289	PURA	Gene-Term
1289	IGSF9B	Gene-Term
1289	EXOC3	Gene-Term
1289	FGFR2	Gene-Term
1289	ERBB4	Gene-Term
1289	NTNG1	Gene-Term
1289	SNAPIN	Gene-Term
1289	IGF1	Gene-Term
1289	ARL8A	Gene-Term
1289	AP1S1	Gene-Term
1289	DOC2A	Gene-Term
1289	SYNGR1	Gene-Term
1289	NCSTN	Gene-Term
1289	DOC2B	Gene-Term
1289	BNIP3	Gene-Term
1289	ELK1	Gene-Term
1289	PRRT2	Gene-Term
1289	RAPGEF4	Gene-Term
1289	AKAP9	Gene-Term
1289	PRKCB	Gene-Term
1289	HNRNPR	Gene-Term
1289	TSC1	Gene-Term
1289	PLCB1	Gene-Term
1289	PLAT	Gene-Term
1289	FXR1	Gene-Term
1289	ABI1	Gene-Term
1289	NRG3	Gene-Term
1289	SOS1	Gene-Term
1289	BCL2L1	Gene-Term
1289	YWHAG	Gene-Term
1289	FCGR2B	Gene-Term
1289	PPP3CB	Gene-Term
1289	EIF4EBP2	Gene-Term
1289	PRKAR1A	Gene-Term
1289	CPEB4	Gene-Term
