Parent	Child	EdgeType
1680	CDC20	Gene-Term
1680	ANAPC7	Gene-Term
1681	CDC20	Gene-Term
1681	CDK1	Gene-Term
1682	CDC20	Gene-Term
1682	PTTG1	Gene-Term
1683	CDC20	Gene-Term
1683	CDC26	Gene-Term
1684	CDC20	Gene-Term
1684	CDCA8	Gene-Term
1685	CDC20	Gene-Term
1685	UBC	Gene-Term
1686	CDC20	Gene-Term
1686	ANAPC13	Gene-Term
1687	CDC20	Gene-Term
1687	CDC23	Gene-Term
1688	CDC20	Gene-Term
1688	ANAPC16	Gene-Term
1689	CDC20	Gene-Term
1689	ANAPC10	Gene-Term
1690	EGLN1	Gene-Term
1690	HIF1A	Gene-Term
1691	CDC20	Gene-Term
1691	ANAPC4	Gene-Term
1692	DCTN2	Gene-Term
1692	ACTR1A	Gene-Term
1693	CDC20	Gene-Term
1693	CDC27	Gene-Term
1694	YWHAZ	Gene-Term
1694	YWHAB	Gene-Term
1695	SUMO1	Gene-Term
1695	DAXX	Gene-Term
1696	ABI1	Gene-Term
1696	WASF2	Gene-Term
1697	CDC42	Gene-Term
1697	WAS	Gene-Term
1698	NPHP4	Gene-Term
1698	RPGRIP1L	Gene-Term
1699	RPS18	Gene-Term
1699	EIF1AX	Gene-Term
1700	PPP2CA	Gene-Term
1700	PPP2R3B	Gene-Term
1701	SUMO1	Gene-Term
1701	SENP1	Gene-Term
1702	PPP2CA	Gene-Term
1702	PPP2R4	Gene-Term
1703	TSC1	Gene-Term
1703	TBC1D7	Gene-Term
1704	ARF1	Gene-Term
1704	CYTH2	Gene-Term
1705	CTNNB1	Gene-Term
1705	BTRC	Gene-Term
1706	CTNNB1	Gene-Term
1706	CTNNBIP1	Gene-Term
1707	SUMO1	Gene-Term
1707	UBE2I	Gene-Term
1708	CDC20	Gene-Term
1708	UBE2C	Gene-Term
1709	SPTBN1	Gene-Term
1709	SPTAN1	Gene-Term
1710	ELAVL1	Gene-Term
1710	PTBP1	Gene-Term
1711	RHOA	Gene-Term
1711	ARHGEF12	Gene-Term
1712	EIF4E	Gene-Term
1712	EIF4G3	Gene-Term
1713	AKT1	Gene-Term
1713	FOXO3	Gene-Term
1714	RPL30	Gene-Term
1714	SEC61G	Gene-Term
1715	SEC22B	Gene-Term
1715	SCFD1	Gene-Term
1716	CDC20	Gene-Term
1716	BUB1	Gene-Term
1717	FGFR2	Gene-Term
1717	FGF1	Gene-Term
1718	PPP2CA	Gene-Term
1718	PPP2R5C	Gene-Term
