Parent	Child	EdgeType
1680	SH3GL2	Gene-Term
1680	BIN1	Gene-Term
1680	EGFR	Gene-Term
1680	VAMP3	Gene-Term
1680	VAMP2	Gene-Term
1680	SYT1	Gene-Term
1680	VAMP7	Gene-Term
1680	VAMP4	Gene-Term
1680	AP2B1	Gene-Term
1680	ITSN1	Gene-Term
1680	CLTA	Gene-Term
1680	SH3GL3	Gene-Term
1680	SLC2A8	Gene-Term
1680	SYT8	Gene-Term
1680	RAB5C	Gene-Term
1680	SYT9	Gene-Term
1680	SLC18A3	Gene-Term
1680	SH3KBP1	Gene-Term
1680	SYT11	Gene-Term
1680	PICALM	Gene-Term
1680	WNT5A	Gene-Term
1680	RAB5A	Gene-Term
1680	DNM3	Gene-Term
1680	UBA52	Gene-Term
1680	FCHO2	Gene-Term
1680	PACSIN2	Gene-Term
1680	SYNJ2	Gene-Term
1680	HIP1R	Gene-Term
1680	SYT2	Gene-Term
1680	SYNJ1	Gene-Term
1680	AMPH	Gene-Term
1680	GAK	Gene-Term
1680	EPS15	Gene-Term
1680	DNM2	Gene-Term
1680	AAK1	Gene-Term
1680	CHRM2	Gene-Term
1680	ARPC2	Gene-Term
1680	HSPA8	Gene-Term
1680	RAB5B	Gene-Term
1680	PACSIN1	Gene-Term
1680	STON2	Gene-Term
1680	HIP1	Gene-Term
1680	SH3GL1	Gene-Term
1680	ACTR2	Gene-Term
1680	ARRB2	Gene-Term
1680	ARRB1	Gene-Term
1680	DNM1	Gene-Term
1680	CLTB	Gene-Term
1680	CTTN	Gene-Term
1680	DNAJC6	Gene-Term
1681	GNG3	Gene-Term
1681	CHRM1	Gene-Term
1681	APP	Gene-Term
1681	CHRM2	Gene-Term
1681	NTS	Gene-Term
1681	CCK	Gene-Term
1681	HRH3	Gene-Term
1681	CASR	Gene-Term
1681	DRD4	Gene-Term
1681	OPRM1	Gene-Term
1681	PDYN	Gene-Term
1681	OPRK1	Gene-Term
1681	CHRM4	Gene-Term
1681	ADRA2C	Gene-Term
1681	GNRH1	Gene-Term
1681	GRM6	Gene-Term
1681	ADCY8	Gene-Term
1681	GNB5	Gene-Term
1681	LPAR1	Gene-Term
1681	ADORA1	Gene-Term
1681	GRM4	Gene-Term
1681	GPER1	Gene-Term
1681	ADCY1	Gene-Term
1681	PNOC	Gene-Term
1681	GRM8	Gene-Term
1681	GRM5	Gene-Term
1681	HTR1B	Gene-Term
1681	GRM7	Gene-Term
1681	DRD2	Gene-Term
1681	GABBR2	Gene-Term
1681	P2RY4	Gene-Term
1681	NMU	Gene-Term
1681	DRD3	Gene-Term
1681	OXT	Gene-Term
1681	HCRT	Gene-Term
1681	PENK	Gene-Term
1681	OPRD1	Gene-Term
1681	GRM1	Gene-Term
1681	CNR1	Gene-Term
1681	ANXA1	Gene-Term
1681	GRM2	Gene-Term
1681	PLCB1	Gene-Term
1681	F2R	Gene-Term
1681	P2RY1	Gene-Term
1681	CHRM3	Gene-Term
1681	CHRM5	Gene-Term
1681	TRIO	Gene-Term
1681	ADRA1A	Gene-Term
1681	NTSR1	Gene-Term
