Parent	Child	EdgeType
1680	DISC1	Gene-Term
1680	ZNF365	Gene-Term
1681	PTCHD1	Gene-Term
1681	DLGAP2	Gene-Term
1682	CTNNB1	Gene-Term
1682	DACT1	Gene-Term
1683	UBA52	Gene-Term
1683	USP48	Gene-Term
1684	CACNA1C	Gene-Term
1684	CABP1	Gene-Term
1685	FOXP2	Gene-Term
1685	SRPX2	Gene-Term
1686	SORCS3	Gene-Term
1686	VPS35	Gene-Term
1687	ILK	Gene-Term
1687	SYNPO2	Gene-Term
1688	SEPT8	Gene-Term
1688	ZMYND19	Gene-Term
1689	GRID2	Gene-Term
1689	CBLN3	Gene-Term
1690	SLC18A1	Gene-Term
1690	SLC16A1	Gene-Term
1691	CNIH2	Gene-Term
1691	SYNGR3	Gene-Term
1692	STX12	Gene-Term
1692	NSG1	Gene-Term
1693	SLC6A17	Gene-Term
1693	TEX15	Gene-Term
1694	TBR1	Gene-Term
1694	TSPYL2	Gene-Term
1695	SPG11	Gene-Term
1695	ALS2	Gene-Term
1696	BSN	Gene-Term
1696	TPRG1L	Gene-Term
1697	GNG3	Gene-Term
1697	RGS10	Gene-Term
1698	GABRG2	Gene-Term
1698	TTYH1	Gene-Term
1699	NLGN2	Gene-Term
1699	LHFPL4	Gene-Term
1700	PURA	Gene-Term
1700	FMR1	Gene-Term
1701	XBP1	Gene-Term
1701	MANF	Gene-Term
1702	SNCB	Gene-Term
1702	RAB3A	Gene-Term
1703	SYT7	Gene-Term
1703	PALM	Gene-Term
1704	CAMKV	Gene-Term
1704	VAT1L	Gene-Term
1705	SYPL1	Gene-Term
1705	SCAMP1	Gene-Term
1706	MEIOB	Gene-Term
1706	RAD21L1	Gene-Term
1707	CAMK2A	Gene-Term
1707	GRID1	Gene-Term
1708	UNC119	Gene-Term
1708	LZTS1	Gene-Term
1709	DBN1	Gene-Term
1709	ZMYND8	Gene-Term
1710	SLC30A3	Gene-Term
1710	AP3D1	Gene-Term
1711	TNR	Gene-Term
1711	MCTP1	Gene-Term
1712	MINK1	Gene-Term
1712	CHRNE	Gene-Term
1713	NRG3	Gene-Term
1713	CADPS2	Gene-Term
1714	DDC	Gene-Term
1714	SLC17A5	Gene-Term
1715	GPM6A	Gene-Term
1715	CLCN3	Gene-Term
1716	CALM1	Gene-Term
1716	NRGN	Gene-Term
1717	PRKACA	Gene-Term
1717	KCNK2	Gene-Term
1718	SYNDIG1	Gene-Term
1718	GSG1L	Gene-Term
1719	COMT	Gene-Term
1719	MTHFR	Gene-Term
1720	ACHE	Gene-Term
1720	PRIMA1	Gene-Term
1721	TOR1A	Gene-Term
1721	ATCAY	Gene-Term
1722	TRIP13	Gene-Term
1722	HORMAD2	Gene-Term
1723	SPARC	Gene-Term
1723	SPOCK1	Gene-Term
1724	ARC	Gene-Term
1724	RNF216	Gene-Term
1725	DAOA	Gene-Term
1725	DTNBP1	Gene-Term
1726	CNGB1	Gene-Term
1726	PRPH2	Gene-Term
1727	C1QL1	Gene-Term
1727	BAI3	Gene-Term
1728	GRIP1	Gene-Term
1728	GRIPAP1	Gene-Term
1729	PSEN2	Gene-Term
1729	SRI	Gene-Term
1730	SLC9A6	Gene-Term
1730	SLC9B2	Gene-Term
1731	CPEB4	Gene-Term
1731	CPEB1	Gene-Term
1732	GABRE	Gene-Term
1732	PLCL1	Gene-Term
1733	SLC16A3	Gene-Term
1733	EMB	Gene-Term
1734	SLC6A2	Gene-Term
1734	SLC22A2	Gene-Term
1735	DTNA	Gene-Term
1735	DRP2	Gene-Term
1736	SEMA4F	Gene-Term
1736	PLEKHA5	Gene-Term
1737	TMED9	Gene-Term
1737	PRR7	Gene-Term
1738	CDC42	Gene-Term
1738	CDC42SE1	Gene-Term
1739	EIF2B3	Gene-Term
1739	PALMD	Gene-Term
1740	DNM2	Gene-Term
1740	LYPD6	Gene-Term
1741	BRSK1	Gene-Term
1741	SYCP2L	Gene-Term
1742	SEMA4C	Gene-Term
1742	CHST10	Gene-Term
1743	CALM1	Gene-Term
1743	PPEF2	Gene-Term
1744	DMD	Gene-Term
1744	EGFLAM	Gene-Term
1745	RGMA	Gene-Term
1745	MCTP2	Gene-Term
1746	LAMA2	Gene-Term
1746	ZC4H2	Gene-Term
1747	ERC1	Gene-Term
1747	PHLDB2	Gene-Term
1748	GRM2	Gene-Term
1748	PCDH17	Gene-Term
1749	VPS18	Gene-Term
1749	ARL8B	Gene-Term
1750	PORCN	Gene-Term
1750	RUSC1	Gene-Term
1751	GABRG2	Gene-Term
1751	KCTD8	Gene-Term
1752	IGSF9B	Gene-Term
1752	ELFN1	Gene-Term
1753	OLFM2	Gene-Term
1753	OLFM1	Gene-Term
1754	JAK2	Gene-Term
1754	IL31RA	Gene-Term
1755	SH3GL1	Gene-Term
1755	ABHD17A	Gene-Term
1756	SNCB	Gene-Term
1756	KCTD16	Gene-Term
1757	SHISA6	Gene-Term
1757	PRRT1	Gene-Term
1758	BCR	Gene-Term
1758	SH2D5	Gene-Term
1759	ABHD17C	Gene-Term
1759	TMEM240	Gene-Term
1760	GNRH1	Gene-Term
1760	NSMF	Gene-Term
1761	KCNC3	Gene-Term
1761	ELFN1	Gene-Term
1762	SERPINI1	Gene-Term
1762	PREPL	Gene-Term
1763	CHAT	Gene-Term
1763	CHRNA10	Gene-Term
1764	ASCC1	Gene-Term
1764	KIAA1109	Gene-Term
1765	COMT	Gene-Term
1765	APOL4	Gene-Term
1766	PPP1R9B	Gene-Term
1766	SAMD14	Gene-Term
1767	GAK	Gene-Term
1767	DCLK1	Gene-Term
1768	KCNAB2	Gene-Term
1768	KCNA6	Gene-Term
1769	NPTX2	Gene-Term
1769	NPAS4	Gene-Term
1770	DNAJA3	Gene-Term
1770	POLG	Gene-Term
1771	HPCA	Gene-Term
1771	SYNDIG1L	Gene-Term
1772	RAB6B	Gene-Term
1772	IGSF21	Gene-Term
1773	FAIM2	Gene-Term
1773	CADM2	Gene-Term
1774	FUS	Gene-Term
1774	CHRFAM7A	Gene-Term
1775	ITSN1	Gene-Term
1775	FCHSD1	Gene-Term
1776	COPS5	Gene-Term
1776	USP50	Gene-Term
1777	SNAP25	Gene-Term
1777	ZDHHC3	Gene-Term
1778	DLG4	Gene-Term
1778	ANKS1B	Gene-Term
1779	PPFIA3	Gene-Term
1779	DSCAML1	Gene-Term
1780	LRFN3	Gene-Term
1780	PRODH2	Gene-Term
1781	CDH8	Gene-Term
1781	TMEM163	Gene-Term
1782	UTRN	Gene-Term
1782	CNN3	Gene-Term
1783	TENM2	Gene-Term
1783	LPHN1	Gene-Term
1784	MYCBP2	Gene-Term
1784	KCTD12	Gene-Term
1785	SYNPR	Gene-Term
1785	SVOP	Gene-Term
1786	LLPH	Gene-Term
1786	ARHGAP33	Gene-Term
1787	LRRTM1	Gene-Term
1787	CLSTN3	Gene-Term
1788	MYCBP2	Gene-Term
1788	FBXO45	Gene-Term
1789	CD47	Gene-Term
1789	SIRPA	Gene-Term
1790	MND1	Gene-Term
1790	PSMC3IP	Gene-Term
1791	VPS4B	Gene-Term
1791	CHMP2B	Gene-Term
1792	CAMK2N1	Gene-Term
1792	CLCN3	Gene-Term
1793	CADM1	Gene-Term
1793	EPB41L3	Gene-Term
1794	LPHN3	Gene-Term
1794	FLRT3	Gene-Term
1795	TEX11	Gene-Term
1795	SYCP2	Gene-Term
1796	CNTN2	Gene-Term
1796	CNTNAP2	Gene-Term
1797	APBB1	Gene-Term
1797	APLP1	Gene-Term
1798	CBLN3	Gene-Term
1798	SYCE1L	Gene-Term
1799	MECP2	Gene-Term
1799	CDKL5	Gene-Term
1800	PRKCB	Gene-Term
1800	MARCKS	Gene-Term
1801	TRIP4	Gene-Term
1801	ASCC1	Gene-Term
1802	STX6	Gene-Term
1802	VPS51	Gene-Term
1803	FLNA	Gene-Term
1803	TMLHE	Gene-Term
1804	UBA52	Gene-Term
1804	MIB1	Gene-Term
1805	CTBP2	Gene-Term
1805	CTBP1	Gene-Term
1806	RHOA	Gene-Term
1806	FARP1	Gene-Term
1807	DNM1L	Gene-Term
1807	MFF	Gene-Term
1808	SCRIB	Gene-Term
1808	FZD3	Gene-Term
1809	CDC42	Gene-Term
1809	DNMBP	Gene-Term
1810	RGS7	Gene-Term
1810	RGS7BP	Gene-Term
1811	KCNJ4	Gene-Term
1811	BAALC	Gene-Term
1812	JAK2	Gene-Term
1812	DNAJA3	Gene-Term
1813	GRID2	Gene-Term
1813	GRID2IP	Gene-Term
1814	NEFL	Gene-Term
1814	MTMR2	Gene-Term
1815	SLC8A2	Gene-Term
1815	SLC8A3	Gene-Term
1816	RPS3	Gene-Term
1816	LTV1	Gene-Term
1817	PRPH	Gene-Term
1817	C1QL4	Gene-Term
1818	CD3E	Gene-Term
1818	CD3D	Gene-Term
1819	ELAVL1	Gene-Term
1819	PTBP1	Gene-Term
1820	RGS14	Gene-Term
1820	GNAI1	Gene-Term
1821	TUFM	Gene-Term
1821	MRPL2	Gene-Term
1822	SHARPIN	Gene-Term
1822	RNF31	Gene-Term
1823	C1QB	Gene-Term
1823	C1QA	Gene-Term
1824	FGA	Gene-Term
1824	F2	Gene-Term
1825	TSC1	Gene-Term
1825	TBC1D7	Gene-Term
1826	PTCH1	Gene-Term
1826	SHH	Gene-Term
1827	PRKCI	Gene-Term
1827	PARD3	Gene-Term
1828	KPNA2	Gene-Term
1828	KPNB1	Gene-Term
1829	HMGCR	Gene-Term
1829	HMGCS1	Gene-Term
1830	DAGLA	Gene-Term
1830	DAGLB	Gene-Term
1831	PHB2	Gene-Term
1831	PHB	Gene-Term
1832	RPL30	Gene-Term
1832	SEC61G	Gene-Term
1833	RPS18	Gene-Term
1833	EIF1AX	Gene-Term
1834	YWHAZ	Gene-Term
1834	YWHAB	Gene-Term
1835	EIF3A	Gene-Term
1835	EIF3CL	Gene-Term
1836	PSMA3	Gene-Term
1836	PSMB10	Gene-Term
1837	PLAT	Gene-Term
1837	SERPINE1	Gene-Term
1838	COPS4	Gene-Term
1838	COPS7B	Gene-Term
1839	KYNU	Gene-Term
1839	KMO	Gene-Term
1840	DARS	Gene-Term
1840	EPRS	Gene-Term
1841	DROSHA	Gene-Term
1841	DGCR8	Gene-Term
1842	RELA	Gene-Term
1842	CREBBP	Gene-Term
1843	IGF2BP1	Gene-Term
1843	IGF2BP3	Gene-Term
1844	GABRR2	Gene-Term
1844	GABRR1	Gene-Term
1845	CALY	Gene-Term
1845	IGSF11	Gene-Term
1846	DTNA	Gene-Term
1846	SYNC	Gene-Term
1847	HSPA8	Gene-Term
1847	SGTA	Gene-Term
1848	NDFIP1	Gene-Term
1848	NEDD4	Gene-Term
1849	PLEKHG5	Gene-Term
1849	MPDZ	Gene-Term
1850	CRHR2	Gene-Term
1850	CRHBP	Gene-Term
1851	MICAL1	Gene-Term
1851	RAB10	Gene-Term
1852	GABRE	Gene-Term
1852	NR1D1	Gene-Term
1853	ARHGAP44	Gene-Term
1853	SNX14	Gene-Term
1854	USH1C	Gene-Term
1854	SLC4A7	Gene-Term
1855	PPP1CA	Gene-Term
1855	PPP1R9A	Gene-Term
1856	REC114	Gene-Term
1856	MEI4	Gene-Term
1857	PIN1	Gene-Term
1857	SYAP1	Gene-Term
1858	DGKQ	Gene-Term
1858	PLD2	Gene-Term
1859	CALM1	Gene-Term
1859	ATP2B1	Gene-Term
1860	SPARCL1	Gene-Term
1860	FAM107A	Gene-Term
1861	RPL6	Gene-Term
1861	CAPRIN2	Gene-Term
1862	SLC18A2	Gene-Term
1862	SLC6A2	Gene-Term
1863	UNC13B	Gene-Term
1863	CADPS	Gene-Term
1864	STX1A	Gene-Term
1864	SNPH	Gene-Term
1865	SYNJ2	Gene-Term
1865	SYNJ2BP	Gene-Term
1866	INA	Gene-Term
1866	TANC1	Gene-Term
1867	DMXL2	Gene-Term
1867	RAB3GAP2	Gene-Term
1868	RIMS2	Gene-Term
1868	RIMBP2	Gene-Term
1869	SNTA1	Gene-Term
1869	MAGEE1	Gene-Term
1870	CDC20	Gene-Term
1870	PLK2	Gene-Term
1871	SYNPR	Gene-Term
1871	SYNGR1	Gene-Term
1872	SIPA1L1	Gene-Term
1872	LZTS3	Gene-Term
1873	AKT1	Gene-Term
1873	CCDC88A	Gene-Term
1874	DGKI	Gene-Term
1874	PLCB3	Gene-Term
1875	PPT1	Gene-Term
1875	CLN3	Gene-Term
1876	SYTL1	Gene-Term
1876	RAB27A	Gene-Term
1877	FCGR2B	Gene-Term
1877	BCR	Gene-Term
1878	PRNP	Gene-Term
1878	CRYAB	Gene-Term
1879	CYP46A1	Gene-Term
1879	CEL	Gene-Term
1880	PRKACA	Gene-Term
1880	SLC8A1	Gene-Term
1881	ACTR2	Gene-Term
1881	CORO1A	Gene-Term
1882	STRN4	Gene-Term
1882	1704	Child-Parent
1883	MKLN1	Gene-Term
1883	1816	Child-Parent
1884	BRSK1	Gene-Term
1884	MAPT	Gene-Term
1884	MAP2	Gene-Term
1885	WBP2	Gene-Term
1885	1848	Child-Parent
1886	SYNPR	Gene-Term
1886	SYNGR2	Gene-Term
1886	SYNGR4	Gene-Term
1887	LPHN1	Gene-Term
1887	FLRT2	Gene-Term
1887	1794	Child-Parent
1888	CACNA1D	Gene-Term
1888	LPHN3	Gene-Term
1888	LPHN1	Gene-Term
1888	LRIT3	Gene-Term
1888	CABP4	Gene-Term
1889	UBA52	Gene-Term
1889	ZDHHC17	Gene-Term
1889	HTT	Gene-Term
1889	HAP1	Gene-Term
1889	1826	Child-Parent
1890	DLG1	Gene-Term
1890	C1QBP	Gene-Term
1890	1808	Child-Parent
1890	1821	Child-Parent
1890	1831	Child-Parent
1891	BDNF	Gene-Term
1891	SYT1	Gene-Term
1891	SV2A	Gene-Term
1891	SV2B	Gene-Term
1891	HSPA8	Gene-Term
1891	1799	Child-Parent
1891	1812	Child-Parent
1892	BDNF	Gene-Term
1892	CACNA1C	Gene-Term
1892	GAP43	Gene-Term
1892	ADORA1	Gene-Term
1892	DISC1	Gene-Term
1892	SLC1A2	Gene-Term
1892	ANK3	Gene-Term
1892	ADORA2A	Gene-Term
1892	ADORA2B	Gene-Term
1892	SLC29A1	Gene-Term
1892	ZNF804A	Gene-Term
1892	1716	Child-Parent
1893	SNAP25	Gene-Term
1893	ENSG00000204176	Gene-Term
1893	ENSG00000277758	Gene-Term
1893	SYT16	Gene-Term
1893	SYT17	Gene-Term
1893	PLCB1	Gene-Term
1893	PLCB4	Gene-Term
1893	APBA1	Gene-Term
1893	APBA3	Gene-Term
1893	APBA2	Gene-Term
1893	MARCKS	Gene-Term
1893	1797	Child-Parent
1893	1874	Child-Parent
1894	KCNK1	Gene-Term
1894	UNC13A	Gene-Term
1894	SNAP25	Gene-Term
1894	SLC2A4	Gene-Term
1894	CNTNAP4	Gene-Term
1894	EXOC3	Gene-Term
1894	NIPSNAP1	Gene-Term
1894	TUFM	Gene-Term
1894	PPT1	Gene-Term
1894	RIMS4	Gene-Term
1894	ABHD6	Gene-Term
1894	TRIM9	Gene-Term
1894	TBC1D24	Gene-Term
1894	1686	Child-Parent
1894	1755	Child-Parent
1895	FRMPD4	Gene-Term
1895	DDN	Gene-Term
1895	DLG4	Gene-Term
1895	CAMK2A	Gene-Term
1895	CNKSR2	Gene-Term
1895	DLG2	Gene-Term
1895	SYT2	Gene-Term
1895	CNR1	Gene-Term
1895	SYNPO	Gene-Term
1895	MYH10	Gene-Term
1895	KCNJ4	Gene-Term
1895	DLGAP3	Gene-Term
1895	SYNPO2	Gene-Term
1895	ZDHHC17	Gene-Term
1895	SCGN	Gene-Term
1895	ABHD6	Gene-Term
1895	PTPRO	Gene-Term
1895	1703	Child-Parent
1895	1830	Child-Parent
1896	PLXND1	Gene-Term
1896	NRP2	Gene-Term
1896	HTR3B	Gene-Term
1896	HTR3A	Gene-Term
1896	UBA52	Gene-Term
1896	CDC20	Gene-Term
1896	VCP	Gene-Term
1896	KPNA2	Gene-Term
1896	HTR1B	Gene-Term
1896	SEMA4F	Gene-Term
1896	VDAC1	Gene-Term
1896	PSTPIP1	Gene-Term
1896	CAP2	Gene-Term
1896	MAP1LC3A	Gene-Term
1896	ABL1	Gene-Term
1896	HTR3E	Gene-Term
1896	KPNA1	Gene-Term
1896	HTR3D	Gene-Term
1896	HTR3C	Gene-Term
1896	1791	Child-Parent
1897	ATP2B2	Gene-Term
1897	PICK1	Gene-Term
1897	DLG4	Gene-Term
1897	ASIC1	Gene-Term
1897	ATP1A3	Gene-Term
1897	ATP1A1	Gene-Term
1897	ATP1A2	Gene-Term
1897	CALM3	Gene-Term
1897	CBLN1	Gene-Term
1897	GOPC	Gene-Term
1897	ATP2A2	Gene-Term
1897	ASIC2	Gene-Term
1897	PRKG2	Gene-Term
1897	ICA1	Gene-Term
1897	1813	Child-Parent
1897	1815	Child-Parent
1897	1859	Child-Parent
1897	1880	Child-Parent
1898	NRP1	Gene-Term
1898	NRP2	Gene-Term
1898	SLC32A1	Gene-Term
1898	GABRA6	Gene-Term
1898	CPLX1	Gene-Term
1898	STX1A	Gene-Term
1898	SNAP23	Gene-Term
1898	RAB3C	Gene-Term
1898	SNAP29	Gene-Term
1898	SEMA4C	Gene-Term
1898	STX19	Gene-Term
1898	SLC6A1	Gene-Term
1898	GAD1	Gene-Term
1898	RIMS1	Gene-Term
1898	DBN1	Gene-Term
1898	SPTBN1	Gene-Term
1898	RAB3GAP1	Gene-Term
1898	CDK5	Gene-Term
1898	HOMER2	Gene-Term
1898	1867	Child-Parent
1898	1868	Child-Parent
1899	GABRA6	Gene-Term
1899	DYSF	Gene-Term
1899	HORMAD1	Gene-Term
1899	RAB6B	Gene-Term
1899	PRRT2	Gene-Term
1899	ITPR1	Gene-Term
1899	SLC1A7	Gene-Term
1899	SLC1A3	Gene-Term
1899	SLC7A10	Gene-Term
1899	SYNGR4	Gene-Term
1899	SYPL2	Gene-Term
1899	GRIPAP1	Gene-Term
1899	1689	Child-Parent
1899	1692	Child-Parent
1899	1721	Child-Parent
1899	1749	Child-Parent
1899	1771	Child-Parent
1899	1790	Child-Parent
1900	SNAP25	Gene-Term
1900	CORO1C	Gene-Term
1900	ADAM10	Gene-Term
1900	FMR1	Gene-Term
1900	CPEB1	Gene-Term
1900	CPEB3	Gene-Term
1900	CPEB2	Gene-Term
1900	NUFIP1	Gene-Term
1900	1829	Child-Parent
1900	1881	Child-Parent
1900	1887	Child-Parent
1900	1891	Child-Parent
1901	GRIK2	Gene-Term
1901	SYP	Gene-Term
1901	SNAP25	Gene-Term
1901	ESYT2	Gene-Term
1901	GAP43	Gene-Term
1901	SYT14	Gene-Term
1901	SLC6A1	Gene-Term
1901	TRIP13	Gene-Term
1901	HORMAD1	Gene-Term
1901	SYCP1	Gene-Term
1901	MAPK1	Gene-Term
1901	MAPK14	Gene-Term
1901	FOSL1	Gene-Term
1901	SLC1A1	Gene-Term
1901	MAP2	Gene-Term
1901	SPARC	Gene-Term
1901	LIN7C	Gene-Term
1901	SLC1A6	Gene-Term
1901	SPTBN2	Gene-Term
1901	CDH11	Gene-Term
1901	POSTN	Gene-Term
1901	NETO2	Gene-Term
1901	KLHL17	Gene-Term
1901	1849	Child-Parent
1902	SLC32A1	Gene-Term
1902	SH3GL2	Gene-Term
1902	GRIA2	Gene-Term
1902	ATP2B3	Gene-Term
1902	SYNPR	Gene-Term
1902	SYN1	Gene-Term
1902	BSN	Gene-Term
1902	SYN2	Gene-Term
1902	RAB3C	Gene-Term
1902	HPCA	Gene-Term
1902	PRKAR1B	Gene-Term
1902	CALM1	Gene-Term
1902	CALM3	Gene-Term
1902	KCNQ2	Gene-Term
1902	KCNAB2	Gene-Term
1902	CADM2	Gene-Term
1902	KIF1A	Gene-Term
1902	PSMC3IP	Gene-Term
1902	KCNH1	Gene-Term
1902	CAMKV	Gene-Term
1902	1693	Child-Parent
1902	1738	Child-Parent
1902	1741	Child-Parent
1903	ABCC8	Gene-Term
1903	SH3GL2	Gene-Term
1903	GRIA2	Gene-Term
1903	NAPG	Gene-Term
1903	NRXN1	Gene-Term
1903	NRXN2	Gene-Term
1903	HORMAD1	Gene-Term
1903	NRG1	Gene-Term
1903	PPT1	Gene-Term
1903	RGS7BP	Gene-Term
1903	CBLN2	Gene-Term
1903	BAI3	Gene-Term
1903	TEX15	Gene-Term
1903	ADAM19	Gene-Term
1903	SYCE2	Gene-Term
1903	MEI1	Gene-Term
1903	TMEM108	Gene-Term
1903	1690	Child-Parent
1903	1697	Child-Parent
1903	1699	Child-Parent
1903	1705	Child-Parent
1903	1773	Child-Parent
1903	1777	Child-Parent
1903	1795	Child-Parent
1904	TNC	Gene-Term
1904	YWHAQ	Gene-Term
1904	YWHAZ	Gene-Term
1904	APP	Gene-Term
1904	CDH2	Gene-Term
1904	ACTR2	Gene-Term
1904	VCP	Gene-Term
1904	SYCP3	Gene-Term
1904	SYCP2	Gene-Term
1904	SYCP1	Gene-Term
1904	PENK	Gene-Term
1904	ADAM10	Gene-Term
