Parent	Child	EdgeType
1283	MICAL1	Gene-Term
1283	RAB10	Gene-Term
1284	PIN1	Gene-Term
1284	SYAP1	Gene-Term
1285	FUS	Gene-Term
1285	CHRFAM7A	Gene-Term
1286	STX1A	Gene-Term
1286	SNPH	Gene-Term
1287	INA	Gene-Term
1287	TANC1	Gene-Term
1288	SYNJ2	Gene-Term
1288	SYNJ2BP	Gene-Term
1289	FLNA	Gene-Term
1289	TMLHE	Gene-Term
1290	TMUB1	Gene-Term
1290	NSG1	Gene-Term
1291	STX12	Gene-Term
1291	NSG1	Gene-Term
1292	PPP1CA	Gene-Term
1292	PPP1R9A	Gene-Term
1293	USH1C	Gene-Term
1293	SLC4A7	Gene-Term
1294	COPS5	Gene-Term
1294	USP50	Gene-Term
1295	NDFIP1	Gene-Term
1295	NEDD4	Gene-Term
1296	DISC1	Gene-Term
1296	ZNF365	Gene-Term
1297	REC114	Gene-Term
1297	MEI4	Gene-Term
1298	DTNA	Gene-Term
1298	SYNC	Gene-Term
1299	SEPT8	Gene-Term
1299	ZMYND19	Gene-Term
1300	MAF1	Gene-Term
1300	GATAD2B	Gene-Term
1301	DMXL2	Gene-Term
1301	RNF216	Gene-Term
1302	FCGR2B	Gene-Term
1302	BCR	Gene-Term
1303	RELA	Gene-Term
1303	IL1RAP	Gene-Term
1304	ARHGAP44	Gene-Term
1304	SNX14	Gene-Term
1305	PRKACA	Gene-Term
1305	KCNK2	Gene-Term
1306	GNRH1	Gene-Term
1306	NSMF	Gene-Term
1307	RGMA	Gene-Term
1307	MCTP2	Gene-Term
1308	KCNA6	Gene-Term
1308	CEP112	Gene-Term
1309	KCNJ4	Gene-Term
1309	BAALC	Gene-Term
1310	C1QL1	Gene-Term
1310	BAI3	Gene-Term
1311	CNGB1	Gene-Term
1311	PRPH2	Gene-Term
1312	ASCC1	Gene-Term
1312	KIAA1109	Gene-Term
1313	SORCS3	Gene-Term
1313	VPS35	Gene-Term
1314	TNR	Gene-Term
1314	MCTP1	Gene-Term
1315	GRID2	Gene-Term
1315	CBLN3	Gene-Term
1316	PTPRD	Gene-Term
1316	SLITRK4	Gene-Term
1317	BCR	Gene-Term
1317	SH2D5	Gene-Term
1318	SLC18A1	Gene-Term
1318	SLC16A1	Gene-Term
1319	GABRE	Gene-Term
1319	NR1D1	Gene-Term
1320	NRG3	Gene-Term
1320	CADPS2	Gene-Term
1321	DBN1	Gene-Term
1321	ZMYND8	Gene-Term
1322	SHISA6	Gene-Term
1322	PRRT1	Gene-Term
1323	DAGLA	Gene-Term
1323	DAGLB	Gene-Term
1324	PRNP	Gene-Term
1324	CRYAB	Gene-Term
1325	SNTA1	Gene-Term
1325	MAGEE1	Gene-Term
1326	SEMA4C	Gene-Term
1326	CHST10	Gene-Term
1327	PORCN	Gene-Term
1327	RUSC1	Gene-Term
1328	TOR1A	Gene-Term
1328	ATCAY	Gene-Term
1329	SLC6A2	Gene-Term
1329	SLC22A2	Gene-Term
1330	SYNC	Gene-Term
1330	DES	Gene-Term
1331	CBLN3	Gene-Term
1331	SYCE1L	Gene-Term
1332	PPP1R9B	Gene-Term
1332	SAMD14	Gene-Term
1333	HPCA	Gene-Term
1333	SYNDIG1L	Gene-Term
1334	ATP6V0D1	Gene-Term
1334	ATP6V1B1	Gene-Term
1335	UTRN	Gene-Term
1335	CNN3	Gene-Term
1336	MYCBP2	Gene-Term
1336	FBXO45	Gene-Term
1337	TRIP4	Gene-Term
1337	ASCC1	Gene-Term
1338	TEX11	Gene-Term
1338	SYCP2	Gene-Term
1339	ITSN1	Gene-Term
1339	FCHSD2	Gene-Term
1340	ARF1	Gene-Term
1340	IQSEC2	Gene-Term
1341	ALCAM	Gene-Term
1341	CD6	Gene-Term
1342	RAD21L1	Gene-Term
1342	SMC1B	Gene-Term
1343	JAK2	Gene-Term
1343	IL31RA	Gene-Term
1344	MAP1LC3A	Gene-Term
1344	CHMP2B	Gene-Term
1345	ARF6	Gene-Term
1345	CPE	Gene-Term
1346	PRPH	Gene-Term
1346	C1QL4	Gene-Term
1347	SLC18A3	Gene-Term
1347	SLC5A7	Gene-Term
1348	GNG3	Gene-Term
1348	RGS10	Gene-Term
1349	DNM2	Gene-Term
